row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Mots_18102024_Foodomics_CSF1_S46.mzML Peak area,Mots_18102024_Foodomics_CSF1_S47.mzML Peak area,Mots_18102024_Foodomics_CSF1_S48.mzML Peak area,Mots_18102024_Foodomics_CSF2_S49.mzML Peak area,Mots_18102024_Foodomics_CSF2_S50.mzML Peak area,Mots_18102024_Foodomics_CSF2_S51.mzML Peak area,
660,305.1556314752049,4.4118915,,,,,,,,,,,1042.6656,826.9145,194.84483,855.31476,856.68097,705.1984,
665,393.24061755119254,4.489386,,,,,,,,,,,116.62645,77.71488,2.3586094,114.89871,120.70458,111.665115,
667,425.1649028354706,4.5276527,,,,,,,,,,,302.3727,290.683,299.1984,2.3870897,2.1672726,10.346255,
678,366.229221938215,4.5821886,,,,42,,,,,,,285.90472,221.98187,21.037283,284.47073,342.86557,319.98196,
675,344.18433362583875,4.5858445,,,,,,,,,,,2045.5426,2011.0878,2056.0706,0,0,0,
677,237.1126597604712,4.5929503,,,,42,,,,,,,206.25493,219.26752,214.65813,266.64243,264.89438,230.02013,
679,277.1033888688707,4.593567,,,,42,,,,,,,1514.2025,1544.5372,1529.3098,1756.9829,1694.885,1706.452,
676,470.3683081290978,4.597422,,,,,,,,,,,201.9899,158.00029,23.56316,207.18727,248.73251,202.89745,
682,328.1531096540152,4.6327496,,,,,,,,,,,237.69081,237.06403,245.43233,0,0,0,
685,415.2524663404177,4.6612997,,,,,,,,,,,213.49738,197.33386,208.97318,0,1.8299832,3.7774417,
681,279.14428119866255,4.6628947,,,,,,,,,,,327.26544,327.5938,325.69037,4.2176723,4.0451555,20.672867,
688,409.18181530455246,4.7103133,,,,,,,,,,,714.2911,707.2562,740.1721,406.2938,390.31174,379.2999,
689,279.1299743531057,4.726919,,,,,,,,,,,504.71674,200.15625,184.49394,285.128,248.72408,253.4315,
690,330.23725209167384,4.733722,,,,,,,,,,,170.34308,159.66492,172.06752,3.980198,3.7458992,2.5164843,
693,181.0959847132506,4.758736,,,,,,,,,,,3.6202698,11.011796,4.809761,158.14497,162.30359,158.58702,
696,190.0545635870417,4.767078,,,,46,,,,,,,139.53426,331.37863,297.11414,347.43628,232.73326,340.18185,
697,269.07426090617406,4.7691917,,,,46,,,,,,,592.22723,609.2688,610.1915,590.17236,569.59357,607.3305,
698,386.04362966382195,4.7698054,,,,46,,,,,,,247.02444,241.45961,247.1702,251.15308,258.6588,255.22961,
699,371.07879948977546,4.7698216,,,,46,,,,,,,779.32806,770.6672,746.15717,832.7373,850.7076,858.3998,
700,387.0505557694469,4.7704253,,,,46,,,,,,,431.4573,420.332,426.03082,418.05515,417.8158,425.17688,
701,266.9938362632868,4.773539,,,,,,,,,,,269.01703,272.05374,273.86456,324.79123,323.34027,328.38043,
705,251.02150801740143,4.7813888,,,,46,,,,,,,809.41956,821.0344,806.8046,1010.589,1004.64856,1004.6204,
709,516.3004368032383,4.792678,,,,,,,,,,,222.96117,242.4454,247.34486,11.570038,6.6119647,2.2777176,
708,349.181893679491,4.7941003,,,,,,,,,,,1607.7262,1315.2479,571.0779,1450.6608,1515.4338,1200.7822,
710,213.1012619126029,4.8310833,,,,,,,,,,,190.25464,179.38849,206.74564,157.0526,169.59225,179.38423,
712,343.1285348113253,4.846153,,,,,,,,,,,125.211105,100.84039,105.90048,351.3779,334.9383,338.80057,
711,394.2295089855143,4.8540664,,,,,,,,,,,327.59772,295.98972,70.29433,316.33203,371.7877,327.1369,
713,471.3522915021927,4.8587947,,,,,,,,,,,1.943533,0,344.81995,0,2.121109,0,
716,207.08330691518233,4.8696275,,,,,,,,,,,157.3285,81.37077,162.71416,157.95557,73.55472,108.08295,
717,206.08009842137935,4.8711085,,,,43,7,[M+H]+,,2,718;717,205.07282,1633.323,1595.8231,1582.659,1552.2515,1514.2451,1525.2635,
718,228.06203212113556,4.87135,,,,43,7,[M+Na]+,,2,718;717,205.07282,1134.9963,1092.5004,1118.7297,1218.461,1191.1018,1181.8341,
721,519.1819382208046,4.8732886,,,,,,,,,,,84.570305,43.49232,132.3754,210.72676,196.60619,189.43198,
722,342.2374076350383,4.887297,,,,,,,,,,,170.9356,166.91219,174.19124,6.5057106,11.917627,4.059675,
724,407.2613923998644,4.889193,,,,,,,,,,,323.13733,286.708,0,349.23477,392.76306,352.93152,
725,497.1249629189452,4.902539,,,,,,,,,,,116.21071,104.39509,116.23848,155.90822,152.79872,154.26028,
726,188.1271156251183,4.9040775,,,,44,,,,,,,68.69786,289.4675,132.92967,46.865486,179.96687,224.84718,
727,210.10902369316344,4.9043307,,,,45,8,[M+Na]+,,2,728;727,187.11982,319.36243,1033.7141,553.28107,396.76404,706.5929,886.7205,
728,170.116548190717,4.906725,,,,45,8,[M+H-H2O]+,,2,728;727,187.11982,79.43923,380.8513,173.0041,68.79026,223.9887,290.59702,
731,410.26097298718344,4.9166036,,,,,,,,,,,243.85019,197.52177,0,243.61589,270.34537,279.78336,
732,583.4522988320485,4.92425,,,,,,,,,,,113.46979,81.78679,0,119.657364,164.31393,117.23512,
734,421.2404443083171,4.9517665,,,,,,,,,,,0,0,195.29448,0,0,0,
735,394.2227511489261,4.955572,,,,,,,,,,,140.67122,162.93163,552.3253,83.90924,49.26551,79.03974,
740,493.2795676211678,4.978586,,,,,,,,,,,1146.2957,708.8175,506.79492,220.78871,168.71898,151.02399,
741,137.10638201068363,4.9789944,,,,,,,,,,,0,0,0,591.7658,579.9036,581.85077,
747,497.12478628248437,5.006689,,,,,,,,,,,237.0418,243.7594,241.07884,324.6036,326.74173,320.86316,
751,204.06208390595302,5.0184445,,,,47,9,[M+Na]+,,2,751;752,181.07283,1041.6932,1013.25793,995.9261,1526.3241,1496.6292,1491.6868,
752,182.08007697363553,5.020233,,,,47,9,[M+H]+,,2,751;752,181.07283,291.12442,280.50583,276.00342,413.95364,399.27963,414.92377,
753,226.14028950840643,5.0237336,,,,49,,,,,,,261.45837,473.04214,557.55994,449.71658,559.2864,643.4125,
754,307.1139509306092,5.0237613,,,,49,,,,,,,362.23566,357.87695,419.67294,378.80414,358.34503,351.16074,
755,194.11456918017987,5.0266833,,,,49,10,[M+Na]+,,2,755;756,171.12513,201.22224,329.8373,356.7691,319.70837,400.34473,432.12888,
774,493.28663992016965,5.029553,,,,,,,,,,,328.00815,88.55564,253.40881,43.061817,133.094,51.401276,
756,172.13219275202448,5.0299306,,,,49,10,[M+H]+,,2,755;756,171.12513,195.48555,371.14474,353.1212,288.6696,364.36035,422.40802,
757,247.1293029422961,5.0370364,,,,50,11,[M+Na]+,,2,761;757,224.14013,328.7482,321.8061,336.0854,340.78046,327.26117,337.67316,
761,207.1368827231429,5.042042,,,,50,11,[M+H-H2O]+,,2,761;757,224.14013,411.56326,393.33466,400.41022,383.14496,390.75754,375.96143,
763,215.17426007792173,5.0429935,,,,,,,,,,,131.47398,104.491005,0,125.268906,172.94284,133.45596,
764,393.20817647607646,5.050711,,,,50,,,,,,,1677.3071,1402.5891,750.1274,1487.5668,1537.7506,1271.1302,
767,226.0699147609132,5.052769,,,,50,12,[M+H]+,,2,769;767,225.06259,232.69868,214.71948,219.0461,456.5024,419.56976,447.435,
768,180.06445014361267,5.0533614,,,,50,,,,,,,608.67737,617.53766,626.05194,1170.262,1170.6008,1178.9595,
769,248.05176376118484,5.054547,,,,50,12,[M+Na]+,,2,769;767,225.06259,1114.6985,1100.0637,1081.9838,2284.24,2247.05,2228.022,
770,193.05329683680097,5.0570636,,,,50,,,,,,,261.19836,263.9598,261.5933,20.376173,28.172499,29.671516,
773,146.05905804655515,5.064295,,,,,,,,,,,252.9461,260.00647,242.60916,200.4312,183.16211,207.37766,
771,215.04862115218484,5.0736136,,,,,,,,,,,173.2522,165.51355,174.09225,41.37757,46.140648,20.186872,
776,479.31864878659115,5.1013536,,,,,,,,,,,173.88791,128.59613,0,185.11653,218.80373,204.56653,
778,344.2526397459886,5.1065807,,,,,,,,,,,144.66483,161.96124,156.41512,4.8929157,4.193725,2.999332,
779,442.6483539261654,5.123217,,,,,,,,,,,183.0179,159.31575,156.87418,0,0,0,
786,399.13995915254685,5.1980615,,,,,,,,,,,1014.83264,1000.6373,1059.7808,1121.1135,1084.3916,1094.6282,
787,419.1873014533373,5.1987357,,,,,,,,,,,120.51187,122.48997,128.3509,21.400051,33.296013,17.884264,
794,238.10619218127604,5.2358136,,,,,,,,,,,158.86235,158.01016,153.5376,99.577896,96.07843,96.01244,
795,507.31334490024966,5.238927,,,,,,,,,,,181.72937,149.24214,0,234.74586,213.58606,203.08826,
796,415.25242315797465,5.245075,,,,,,,,,,,231.79634,151.2363,22.9002,197.76453,180.68225,166.2406,
797,437.23412047224593,5.2488666,,,,48,,,,,,,1125.8967,1036.5337,533.8924,1123.7946,1149.9205,971.95465,
799,265.0959933249122,5.2530475,,,,48,,,,,,,331.6023,328.81165,336.29865,397.64612,406.64716,425.22125,
802,520.3450991138011,5.2620935,,,,,,,,,,,222.42752,194.69524,0,264.5773,272.7326,258.55795,
800,378.2368852874112,5.277148,,,,,,,,,,,257.5535,281.51273,252.65218,11.255888,2.2739897,10.269151,
805,429.2690698372596,5.2870755,,,,,,,,,,,227.43733,278.7282,277.91528,20.510828,12.872325,11.127832,
807,427.1556326083591,5.305861,,,,,,,,,,,149.9532,110.35346,125.39106,0,0,0,
808,523.3447910629282,5.3074636,,,,,,,,,,,187.61258,155.8194,0,196.7142,207.88094,223.08708,
810,401.15551647627734,5.3215337,,,,,,,,,,,782.62366,798.1626,831.3844,604.71985,603.5892,600.5999,
811,169.05971730137014,5.333466,,,,,,,,,,,469.98618,481.8439,471.6949,259.85956,262.17706,264.83453,
816,719.5028337467966,5.335704,,,,51,,,,,,,0,0,210.63258,1.8472588,3.3103561,2.0189948,
813,360.2548057481567,5.3397207,,,,51,,,,,,,0,0,308.34888,1.9746661,6.4702573,2.526319,
815,697.5198228170909,5.3397303,,,,51,,,,,,,4.2508364,0,333.20566,13.32885,5.661751,8.741862,
814,349.26298408570284,5.3447165,,,,51,,,,,,,2.3382607,0,443.3042,5.690891,7.0324926,2.7682006,
819,218.2103853954018,5.394247,,,,,,,,,,,423.57687,150.83717,171.98459,218.36937,9.670938,349.28796,
822,481.2601401425696,5.41347,,,,,,,,,,,761.7383,655.9916,348.06555,785.52026,480.4262,392.16617,
825,619.4130308601615,5.4402833,,,,,,,,,,,0,0,193.86717,0,0,0,
826,472.846391984026,5.4727097,,,,,,,,,,,106.42528,19.77241,0,122.255066,155.21204,114.993515,
828,405.8055609937178,5.4822197,,,,,,,,,,,104.79883,22.267185,0,126.06004,145.35738,128.76892,
829,416.7966081819057,5.4874663,,,,,,,,,,,97.04852,70.50304,0,169.08572,186.06136,143.20534,
832,429.15049738494713,5.498764,,,,,,,,,,,240.9946,252.95938,321.40466,228.41609,231.8376,224.62341,
834,285.1295259367272,5.510317,,,,54,13,[M+Na]+,,2,834;835,262.14034,1413.1909,1397.7258,1515.4045,592.49774,590.4098,587.7375,
835,245.13707798736516,5.511833,,,,54,13,[M+H-H2O]+,,2,834;835,262.14034,633.574,634.8408,636.4858,227.39404,218.80151,212.96094,
836,633.4288985698952,5.5129566,,,,54,,,,,,,127.2455,109.596924,0,150.53642,169.68022,146.57341,
856,620.3971210662311,5.5339723,,,,,,,,,,,14.857705,7.328141,282.57086,30.653437,15.958916,23.496067,
843,328.2581352415081,5.5563498,,,,57,14,[M+H]+,,2,845;843,327.25081,283.95874,232.52345,0,306.39847,347.90625,326.03256,
842,503.30974351127253,5.556581,,,,,,,,,,,148.57195,128.5137,2.9800816,170.72429,176.86322,174.70207,
844,525.2859782887095,5.556839,,,,57,,,,,,,514.93243,506.88217,290.61496,542.9331,566.17395,520.5858,
845,350.23998563759625,5.5591636,,,,57,14,[M+Na]+,,2,845;843,327.25081,1061.1885,870.4325,0,1036.2828,1165.6527,1064.7903,
850,211.16821372075574,5.566906,,,,,,,,,,,216.03215,210.5565,208.17622,181.32356,182.07259,176.71031,
848,475.32391236280324,5.57572,,,,,,,,,,,245.23044,254.97311,3.569592,341.08505,386.32898,347.11984,
851,431.14675194588716,5.603567,,,,,,,,,,,205.29253,206.87949,254.48627,13.046062,4.0684996,3.4153812,
853,301.16116428007246,5.6055446,,,,52,,,,,,,271.08066,268.15314,323.6093,117.637344,100.46357,93.63964,
855,645.3427401980862,5.616402,,,,53,15,[M+H]+,,2,855;858,644.33572,223.7334,219.24055,219.82904,11.114526,20.091059,5.045018,
857,462.3476622964644,5.6181855,,,,,,,,,,,223.08965,159.86589,174.85008,254.13431,270.83905,217.82623,
858,667.3251987899379,5.6196136,,,,53,15,[M+Na]+,,2,855;858,644.33572,250.0346,258.46213,239.62093,14.767097,3.7455611,19.850124,
859,473.3384931636004,5.622606,,,,52,,,,,,,269.90982,199.69878,153.98915,374.65036,413.86972,310.20264,
862,415.16242821223364,5.629658,,,,65,,,,,,,188.89882,181.16203,192.5221,119.12523,113.81245,113.285034,
864,211.09300577773408,5.632572,,,,65,,,,,,,2631.3184,2616.9688,2550.5679,2131.888,2162.6453,2127.0596,
865,217.1423422352368,5.63262,,,,65,,,,,,,767.6868,764.3253,748.7361,529.6776,504.92148,523.15173,
869,203.1267158376178,5.6346555,,,,65,,,,,,,276.4515,281.37576,272.76627,186.22447,177.25105,191.06688,
874,569.3123031451777,5.683205,,,,,,,,,,,314.77457,310.3668,154.81985,319.87753,317.86392,304.69995,
879,491.2972763402307,5.6983004,,,,63,16,[M+K]+,,3,882;880;879,452.33436,0,0,378.79153,0,0,0,
880,475.323727621463,5.7021422,,,,63,16,[M+Na]+,,2,880;879,452.33436,584.04224,579.7848,20167.342,733.622,773.2909,737.7161,
881,475.2362096908656,5.70375,,,,63,,,,,,,0,0,763.67316,0,0,0,
882,453.34174281970553,5.704206,,,,63,16,[M+H]+,,2,882;879,452.33436,103.519806,105.4316,6657.665,137.77103,140.06477,142.52304,
886,518.8894881701459,5.71498,,,,56,,,,,,,383.98453,286.02338,0,385.35864,442.72495,314.6377,
888,529.8804430615671,5.718207,,,,56,,,,,,,526.35046,415.13455,0,643.227,696.15936,528.488,
892,155.105646207962,5.745647,,,,68,17,[M+H-H2O]+,,2,892;894,172.1089,768.0587,747.1639,705.48157,330.53745,355.47284,342.53967,
893,227.12429477200808,5.7456474,,,,68,18,[M+Na]+,,2,893;896,204.13505,2192.4766,2263.4287,2068.3833,1258.3835,1251.9207,1262.7844,
894,195.09809230882237,5.745922,,,,68,17,[M+Na]+,,2,892;894,172.1089,895.9132,904.3285,875.29047,539.81805,486.32486,501.2072,
896,187.1317258754434,5.746792,,,,68,18,[M+H-H2O]+,,2,893;896,204.13505,746.64325,714.0326,704.37317,342.00763,353.08585,357.41272,
899,580.2932193824598,5.7572646,,,,,,,,,,,633.1842,627.6254,592.5385,128.029,138.81247,121.5132,
900,558.3113652410462,5.7578807,,,,,,,,,,,487.92136,489.68924,485.63858,120.32094,119.56674,124.40298,
905,139.110756418845,5.7742915,,,,,,,,,,,142.35384,128.43489,124.14839,133.96536,117.285576,118.465385,
906,621.3811455416791,5.7742667,,,,58,,,,,,,0,0,625.9913,0,0,0,
907,197.1128264044164,5.7748337,,,,58,,,,,,,661.2425,677.1223,784.0035,754.07214,724.99255,787.32153,
909,613.3386366860569,5.7950416,,,,,,,,,,,173.91162,194.98724,54.42441,184.55577,193.45642,145.63815,
913,597.4132016045704,5.8093357,,,,,,,,,,,159.19418,131.66934,91.96711,219.74564,227.38176,168.82231,
914,586.4222918199043,5.8128753,,,,59,,,,,,,662.8595,519.6617,236.11871,684.4167,767.12213,561.0175,
911,575.4315017930131,5.8152366,,,,59,,,,,,,443.433,329.94684,12.020193,396.1038,477.3647,331.4135,
918,463.32373797889284,5.8240933,,,,67,19,[M+Na]+,,2,918;919,440.33454,967.7737,831.7876,0,941.60535,1073.7072,991.0908,
917,464.3282530049879,5.82589,,,,67,,,,,,,45.506367,177.13231,0,371.4852,388.57208,380.81638,
919,441.3418366074085,5.8273234,,,,67,19,[M+H]+,,2,918;919,440.33454,241.94916,191.92767,0,255.2335,272.81342,265.1801,
920,588.407539554472,5.839793,,,,60,20,[M+Na]+,,2,923;920,565.41833,2203.1233,2218.316,0,2924.822,3106.3044,3143.3757,
921,283.71649051621046,5.8398504,,,,,,,,,,,114.61418,108.435745,0,166.71132,181.84303,174.22026,
923,566.4256205939166,5.8405137,,,,60,20,[M+H]+,,2,923;920,565.41833,326.4273,323.22693,0,395.56073,429.9308,441.09634,
927,632.4751124513343,5.8818703,,,,,,,,,,,247.08835,81.193474,0,179.85715,55.382816,9.980572,
929,631.9733151336411,5.8826203,,,,,,,,,,,322.71246,244.61252,0,267.4385,329.59296,211.84993,
930,642.9642882335041,5.8833566,,,,61,,,,,,,649.1467,496.2523,0,559.0788,642.18506,464.21393,
932,654.45656436811,5.8873634,,,,,,,,,,,181.06123,15.93951,0,47.244335,156.8451,141.14062,
934,653.9552488862261,5.8884635,,,,61,,,,,,,248.58963,206.3294,0,279.57437,327.45505,223.67906,
939,535.2168116171359,5.9370975,,,,62,21,[M+H]+,,2,939;940,534.20954,634.12646,634.1512,658.0411,534.4245,537.83563,552.2201,
940,557.1987649993392,5.939756,,,,62,21,[M+Na]+,,2,939;940,534.20954,292.6138,299.0837,291.59488,250.82304,253.64685,254.95352,
942,688.5151737239622,5.950287,,,,,,,,,,,153.37755,105.01614,0,118.54861,162.8446,82.71868,
946,459.34591681221525,5.9538364,,,,,,,,,,,152.03572,24.195612,0,132.06586,157.10258,93.11618,
943,699.5062916932698,5.963539,,,,64,,,,,,,439.64737,329.61896,52.56891,365.1849,418.99185,293.00763,
947,710.4969159011166,5.96652,,,,64,,,,,,,231.57483,187.6733,27.209257,269.75824,314.08313,218.08618,
950,509.88452264931357,5.967773,,,,,,,,,,,125.78104,86.73253,0,147.65265,96.07497,125.88986,
951,401.2857054010526,5.9689865,,,,,,,,,,,110.914444,120.60458,189.6895,101.956825,93.59923,108.73127,
954,520.8755678112414,5.9727635,,,,,,,,,,,129.85324,105.35569,0,175.17354,158.91296,161.12724,
961,576.4075734830518,6.0007567,,,,69,,,,,,,330.35208,310.47528,0,337.3292,354.1953,354.4362,
959,756.0486440275466,6.0007563,,,,,,,,,,,103.571175,74.93628,0,90.9812,97.11258,40.1352,
964,713.1816787997227,6.0070806,,,,,,,,,,,138.91827,155.73294,216.19318,142.84273,146.17287,137.42749,
978,367.2095592981532,6.0372806,,,,78,,,,,,,1325.4923,1397.302,545.59143,1169.8314,1203.6704,1191.1443,
972,566.4259705896256,6.042583,,,,78,,,,,,,238.03249,202.43898,0,286.2669,296.78546,251.21982,
975,493.26147227941163,6.044142,,,,78,23,[M+Na]+,,2,975;993,470.2723,625.53217,660.5298,1066.5377,269.41525,261.01285,239.34961,
981,717.4683232903958,6.0450554,,,,78,24,[2M+K]+,,2,981;983,339.25137,384.2814,341.02448,64.219955,376.98624,406.00342,389.28873,
979,701.4913078342104,6.0455065,,,,78,24,[2M+Na]+,,2,983;979,339.25137,17518.387,16481.521,0,18018.492,18741.096,18835.082,
986,351.75009389619004,6.0462427,,,,78,,,,,,,1059.0894,916.9932,0,1133.7719,1132.1659,1228.0273,
980,679.5094305287232,6.04624,,,,78,24,[2M+H]+,,2,987;980,339.25137,4250.2705,3506.679,0,3805.7068,4158.4517,4060.5408,
982,341.7623829208307,6.0477,,,,78,,,,,,,233.70236,183.55693,0,248.9921,273.4748,277.14545,
983,340.25842801618614,6.0477033,,,,78,24,[M+H]+,,4,981;983;987;979,339.25137,16979.035,14090.942,0,16621.498,18068.01,17874.367,
974,340.75994403321727,6.04844,,,,78,,,,,,,6870.3267,5922.8145,0,6785.4033,7308.8174,7204.726,
991,351.2487454022304,6.0499,,,,78,,,,,,,2457.0837,2065.2798,0,2685.9795,2925.156,2846.0508,
953,195.092027413529,6.0511336,,,,,,,,,,,27.452621,27.26263,276.569,23.00214,19.556337,22.491262,
993,471.2796164499575,6.05175,,,,78,23,[M+H]+,,2,975;993,470.2723,474.4646,493.95816,571.8756,198.75717,191.61093,208.41518,
995,362.74184881608994,6.0564795,,,,78,,,,,,,234.7045,161.16077,0,371.4017,368.3057,401.71945,
984,359.23185670324773,6.059061,,,,78,,,,,,,1648.0261,1442.0577,7.5194883,1776.9186,1898.3455,1872.4109,
970,701.3608645262835,6.059553,,,,78,,,,,,,773.03174,680.1238,40.262886,732.50665,755.8988,111.59895,
987,362.2402346616488,6.0620275,,,,78,24,[M+Na]+,,3,983;987;980,339.25137,766.94867,677.7879,7.757716,998.3713,1059.6926,1024.7789,
1023,704.5000273305546,6.0632496,,,,78,26,[2M+Na]+,,2,1023;1038,340.75524,310.10968,282.307,597.6505,321.13858,320.28827,337.01947,
1010,701.3622373473789,6.066605,,,,78,,,,,,,96.923096,101.7677,1560.7167,145.29482,203.64397,758.4833,
998,413.28708537761304,6.0710998,,,,72,25,[M+H]+,,2,1000;998,412.27986,0,0,374.48254,0,0,0,
999,435.26879934949494,6.0710998,,,,,,,,,,,0,0,142.39023,0,0,0,
1000,847.5490241160537,6.0710998,,,,72,25,[2M+Na]+,,2,1000;998,412.27986,0,0,296.32504,0,0,0,
1012,340.59016548427303,6.074005,,,,78,,,,,,,64.567726,16.902199,418.0678,45.171097,46.751453,27.060429,
996,702.3643090655611,6.078739,,,,,,,,,,,277.88788,257.93814,55.618534,272.04965,28.014526,300.357,
1004,195.0971242001987,6.085714,,,,,,,,,,,97.57056,113.875336,196.72255,118.035034,104.7986,113.01924,
1031,340.2584262333182,6.0960083,,,,78,29,[M+H]+,,3,1044;1031;1063,339.25108,4312.66,3535.944,50673.55,4593.2695,4932.678,5532.252,
1035,340.7599478579708,6.0963225,,,,78,,,,,,,1580.1558,1495.2799,24951.08,1896.6969,2005.4146,2348.984,
1038,341.76234306853877,6.096606,,,,78,26,[M+H]+,,2,1023;1038,340.75524,29.280354,14.652868,947.94055,43.50367,22.467842,42.41909,
1043,679.5094462198807,6.096645,,,,78,29,[2M+H]+,,2,1043;1063,339.25108,1130.0989,912.89294,14512.239,1071.6124,1122.7454,1267.8107,
1044,717.4650209280143,6.09725,,,,78,29,[2M+K]+,,3,1044;1031;1063,339.25108,33.50827,95.92421,742.0033,74.920586,79.55793,149.12502,
1039,367.210600547389,6.099678,,,,78,,,,,,,446.90845,252.76923,2240.9712,89.51912,282.9104,142.4477,
1046,351.24876500635236,6.100022,,,,78,,,,,,,566.15625,335.94882,7497.5366,525.17444,729.4526,799.96173,
1057,359.2319103607246,6.111786,,,,78,,,,,,,255.49004,142.08095,4395.2827,150.89519,247.99344,343.3787,
1007,463.323672961787,6.1123667,,,,,,,,,,,0,0,189.52643,0,0,0,
1008,633.9591946103758,6.112893,,,,,,,,,,,148.08774,133.7005,0,181.58524,169.66727,146.28377,
1063,362.240379013984,6.1163363,,,,78,29,[M+Na]+,,4,1044;1031;1043;1063,339.25108,27.983597,101.280365,1700.6272,170.54057,204.13977,185.19273,
1047,698.4846324214625,6.1341,,,,78,,,,,,,0,0,418.34613,0,0,2.3219368,
1014,246.24156991079386,6.1355033,,,,,,,,,,,788.0659,396.8561,531.35333,482.90442,119.30244,596.6203,
1015,167.0876267301633,6.1381335,,,,,,,,,,,1039.8634,1062.5411,1022.9731,1314.5797,1228.3595,1355.1179,
1017,689.4914063293656,6.1436667,,,,,,,,,,,165.1045,153.47832,0,151.18178,151.57986,160.09125,
1020,690.4980976278567,6.156639,,,,,,,,,,,171.78458,151.13144,44.59826,169.82014,171.7864,163.96223,
1032,340.33372828928117,6.1780834,,,,78,,,,,,,0,0,429.6831,0,0,0,
1111,701.4912818398807,6.178058,,,,78,,,,,,,335.04688,323.32217,37749.19,2346.4978,2503.5579,2895.2744,
1055,679.3899735099866,6.189783,,,,,,,,,,,0,0,313.3053,0,0,0,
1061,815.4222132022796,6.19576,,,,,,,,,,,275.52164,310.74292,0,269.78375,302.10852,307.26117,
1068,396.80047211253515,6.1995773,,,,81,31,[M+H]+,,4,1078;1087;1098;1068,395.79296,46563.39,41038.395,0,44639.06,45914.375,44623.82,
1048,419.2837575698028,6.2003202,,,,81,30,[M+Na]+,,2,1079;1048,396.2946,955.4154,910.8419,0,1114.851,1209.1249,1082.3766,
1074,396.8597899403918,6.2003403,,,,81,,,,,,,311.0426,150.0887,0,247.93167,285.52652,235.05147,
1075,423.7597702813197,6.2003436,,,,81,,,,,,,794.80444,669.0425,0,795.50134,808.5172,780.60547,
1077,792.5931653154155,6.2003403,,,,81,31,[2M+H]+,,2,1078;1077,395.79296,5307.34,4214.411,0,4439.5376,4654.6416,4391.9624,
1078,418.78217580364935,6.201087,,,,81,31,[M+Na]+,,3,1078;1077;1068,395.79296,2044.9664,1970.2606,0,2428.9758,2478.6233,2419.6099,
1079,397.3019275048706,6.201097,,,,81,30,[M+H]+,,2,1079;1048,396.2946,25772.945,21869.498,0,24270.082,25254.916,24452.059,
1087,814.5750628811038,6.2033796,,,,81,31,[2M+Na]+,,2,1087;1068,395.79296,15815.146,15218.422,0,15803.838,15950.171,16029.366,
1089,407.79067002685605,6.2041407,,,,81,,,,,,,6820.0815,6021.383,0,6991.587,7161.408,6976.433,
1094,398.3048054231099,6.2056403,,,,81,33,[M+H]+,,2,1094;1099,397.29747,1329.414,1177.329,0,1270.0115,1311.1237,1266.8998,
1095,397.1078623353298,6.2056465,,,,,,,,,,,324.20377,257.07632,0,305.67905,170.89655,286.75693,
1096,415.7739483729398,6.2056465,,,,81,,,,,,,3450.5854,3202.824,0,3593.4878,3763.7144,3578.0908,
1098,830.548682475107,6.2064033,,,,81,31,[2M+K]+,,2,1098;1068,395.79296,358.45755,320.6398,0,337.2017,358.25122,307.9517,
1099,817.5840506546905,6.2064166,,,,81,33,[2M+Na]+,,2,1094;1099,397.29747,420.89694,395.81216,0,425.05936,418.7706,426.0595,
1109,397.5542885907961,6.2139673,,,,,,,,,,,220.49615,213.5818,0,201.78256,211.88344,241.68565,
1088,397.3582314380805,6.2143445,,,,,,,,,,,100.22005,53.329857,26.590803,193.38686,94.705154,420.44608,
1110,814.4228945872471,6.2154036,,,,,,,,,,,627.53046,570.69214,0,575.87286,594.71265,575.22925,
1101,397.52082011682614,6.2184496,,,,,,,,,,,93.86691,47.09422,0,103.53039,62.851192,36.052013,
1112,390.8002988599434,6.2597866,,,,,,,,,,,102.73172,102.464836,0,110.54647,120.83928,116.90174,
1116,701.4912637785727,6.2627006,,,,,,,,,,,423.8786,313.96432,23783.031,332.05185,426.9196,418.29404,
1120,367.20891627270174,6.2712193,,,,,,,,,,,51.00068,147.97548,719.05133,52.93632,14.117294,86.67142,
1118,526.3713097240305,6.28475,,,,,,,,,,,0,0,225.37456,0,0,0,
1114,167.08763039364035,6.2936974,,,,,,,,,,,32.95196,106.595276,391.55966,321.31656,492.32495,401.79034,
1133,465.83485758851657,6.32664,,,,84,,,,,,,295.16467,273.63165,0,292.73462,312.81125,293.78403,
1137,905.676940550006,6.328893,,,,84,34,[M+H]+,,2,1137;1155,904.66963,2224.5708,1702.5714,0,1771.8711,1829.2742,1656.4397,
1139,454.84667319550397,6.32963,,,,84,35,[M+H]+,,2,1142;1139,453.83931,1765.4973,1468.976,0,1622.6423,1648.55,1564.6986,
1140,455.34680007139366,6.3296366,,,,84,,,,,,,400.42227,320.6669,0,435.25266,398.76236,398.1895,
1141,475.32408223126293,6.3296366,,,,84,36,[M+Na]+,,2,1145;1141,452.33488,2740.3167,2806.2737,0,3101.3545,3084.2449,3056.6462,
1143,464.3325270444046,6.3311167,,,,84,,,,,,,6508.3564,5690.341,0,6402.6094,6558.432,6245.5728,
