formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C30H26O13	[M - H2O + H]+	C30H25O12+	Shikimates and Phenylpropanoids	0.939	Lignans	0.572	Flavones	0.326	Phenylpropanoids and polyketides	0.902	Cinnamic acids and derivatives	0.862	Hydroxycinnamic acids and derivatives	0.800	Coumaric acids and derivatives	0.838	Coumaric acids and derivatives	0.838	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	577.132	461	7.691	816700359995036320	816699101502291261	816699101502291260	1643	
2	C20H32N4O	[M + Na]+	C20H32N4NaO+	Alkaloids	0.975	Tryptophan alkaloids	0.540	Carboline alkaloids	0.241	Organoheterocyclic compounds	0.923	Imidolactams	0.559					Imidolactams	0.559	Organic compounds; Organoheterocyclic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	367.244	462	7.700	816700361358185633	816699101703617863	816699101699423558	1645	
2	C18H35NO3	[M + H]+	C18H36NO3+	Fatty acids	0.996	Fatty amides	0.974	N-acyl amines	0.509	Lipids and lipid-like molecules	0.820	Fatty Acyls	0.792	Fatty amides	0.561	N-acyl amines	0.662	N-acyl amines	0.662	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	314.268	462	7.702	816700351644173704	816699101804281164	816699101804281163	1648	
1	C15H32N4Si	[M + H]+	C15H33N4Si+	Terpenoids	0.870	Monoterpenoids	0.420	Pinane monoterpenoids	0.204	Organic nitrogen compounds	0.924	Organonitrogen compounds	0.876					Organonitrogen compounds	0.876	Organic compounds; Organonitrogen compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	297.247	464	7.741	816700356878667174	816699102580227443	816699102576033138	1655	
1	C18H28O4	[M - H2O + H]+	C18H27O3+	Terpenoids	0.579	Diterpenoids	0.318	Bisabolane sesquiterpenoids	0.108	Lipids and lipid-like molecules	0.811	Prenol lipids	0.502					Prenol lipids	0.502	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	291.194	467	7.781	816700358497669113	816699102936743303	816699102936743302	1667	
1	C11H16O2	[M + Na]+	C11H16NaO2+	Terpenoids	0.888	Sesquiterpenoids	0.737	Bisabolane sesquiterpenoids	0.596	Benzenoids	0.825							Benzenoids	0.825	Organic compounds; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.106	467	7.784	816700362062829174	816699103754632599	816699103754632598	1669	
1	C15H35N3O6	[M + H]+	C15H36N3O6+	Amino acids and Peptides	0.764	Small peptides	0.518	Polyamines	0.507	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.989	Amino acids, peptides, and analogues	0.919	Peptides	0.512	Peptides	0.512	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	354.260	468	7.799	816700362348042059	816699103997902248	816699103997902247	1679	
2	C18H38N2O2Si	[M + Na]+	C18H38N2NaO2Si+	Fatty acids	0.966	Fatty amides	0.783	N-acyl amines	0.157	Lipids and lipid-like molecules	0.794	Fatty Acyls	0.750	Fatty amides	0.715	N-acyl amines	0.610	N-acyl amines	0.610	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	365.258	468	7.801	816700362431928224	816699104069205421	816699104069205420	1681	
1	C22H41NO4	[M + H]+	C22H42NO4+	Alkaloids	0.959	Pseudoalkaloids (transamidation)	0.953	Terpenoid alkaloids	0.934	Lipids and lipid-like molecules	0.750	Prenol lipids	0.632	Diterpenoids	0.731			Diterpenoids	0.731	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Piperidines; Prenol lipids; Organonitrogen compounds; Alkaloids and derivatives; Primary alcohols; Azepanes; Organooxygen compounds; Cyclic alcohols and derivatives; Diterpenoids; Secondary alcohols; 1,2-aminoalcohols; Polyols; Amines; Alkanolamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	384.309	468	7.808	816700362415150991	816699104161480114	816699104157285809	1682	
1	C18H39NO2	[M + H]+	C18H40NO2+	Fatty acids	0.999	Spingolipids	0.999	Sphingoid bases	1.000	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.997	Alkanolamines	0.992	1,3-aminoalcohols	0.529	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,3-aminoalcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	302.304	470	7.828	816700362218018545	816699104325057980	816699104325057979	1687	
1	C20H43NO2	[M + H]+	C20H44NO2+	Fatty acids	0.970	Spingolipids	0.745	Sphingoid bases	0.968	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	1.000	Alkanolamines	0.992	1,2-aminoalcohols	0.991	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	330.335	470	7.830	816700362452899763	816699104421526978	816699104421526977	1690	
1	C18H32O4	[M - H2O + H]+	C18H31O3+	Fatty acids	0.774	Octadecanoids	0.422	Fatty alcohols	0.209	Lipids and lipid-like molecules	0.842	Fatty Acyls	0.713					Fatty Acyls	0.713	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	295.226	470	7.839	816700363165931831	816699104786431447	816699104786431446	1695	
1	C18H35NO4	[M + Na]+	C18H35NNaO4+	Fatty acids	0.710	Small peptides	0.350	Aminoacids	0.258	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.953	Amino acids and derivatives	0.952	Alpha amino acid esters	0.701	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	352.246	471	7.851	816700365036592276	816699105134558789	816699105134558788	1701	
2	C14H26N6	[M + H]+	C14H27N6+	Alkaloids	0.908	Pseudoalkaloids (transamidation)	0.109	Purine alkaloids	0.030	Organoheterocyclic compounds	0.979	Triazines	0.499	Aminotriazines	0.603	N-aliphatic s-triazines	0.628	N-aliphatic s-triazines	0.628	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azoles; Aminotriazines; Amines; N-aliphatic s-triazines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	279.231	472	7.861	816700363971238624	816699105235222147	816699105235222146	1704	
1	C10H23N5O4	[M + H]+	C10H24N5O4+	Alkaloids	0.467	Histidine alkaloids	0.579	Imidazole alkaloids	0.583	Organic acids and derivatives	0.953	Carboxylic acids and derivatives	0.924	Carboxylic acid derivatives	0.893	Carboxylic acid amides	0.759	Secondary carboxylic acid amides	0.530	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Acetamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	278.182	472	7.872	816700416026770794	816699105507851937	816699105507851936	1707	
1	C13H14O2	[M + H]+	C13H15O2+	Shikimates and Phenylpropanoids	0.825	Phenylpropanoids (C6-C3)	0.350	Cinnamic acids and derivatives	0.395	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.671	Alkyl aryl ethers	0.567	Alkyl aryl ethers	0.567	Organic compounds; Alkyl aryl ethers; Ethers; Organooxygen compounds; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	203.106	472	7.875	816700415917718820	816699105600126636	816699105600126635	1708	
1	C17H24O3	[M + H]+	C17H25O3+	Terpenoids	0.982	Sesquiterpenoids	0.878	Humulane sesquiterpenoids	0.221	Lipids and lipid-like molecules	0.842	Prenol lipids	0.759					Prenol lipids	0.759	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277.182	472	7.875	816700416123240022	816699105696595642	816699105696595641	1709	
1	C11H12O	[M + H]+	C11H13O+	Shikimates and Phenylpropanoids	0.602	Phenylpropanoids (C6-C3)	0.857	Cinnamic acids and derivatives	0.857	Benzenoids	0.994	Phenol ethers	0.911	Anisoles	0.921			Anisoles	0.921	Organic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	161.095	473	7.877	816700416081296805	816699105788870335	816699105788870334	1710	
1	C18H32O4	[M + H]+	C18H33O4+	Fatty acids	0.999	Octadecanoids	0.920	Other Octadecanoids	0.935	Lipids and lipid-like molecules	0.991	Fatty Acyls	0.987	Lineolic acids and derivatives	0.517			Lineolic acids and derivatives	0.517	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	313.236	473	7.879	816700416089685420	816699105881145029	816699105876950724	1692	
2	C23H30N2O	[M + H]+	C23H31N2O+	Alkaloids	0.623	Lysine alkaloids	0.035	Piperidine alkaloids	0.008	Organoheterocyclic compounds	0.978	Piperidines	0.940	Fentanyls	0.867			Fentanyls	0.867	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Phenethylamines; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Organooxygen compounds; Amino acids and derivatives; Fentanyls; Carboxylic acid amides; Toluenes; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	351.244	474	7.905	816700472561811008	816699106422210277	816699106422210276	1721	
2	C13H24O2	[M + Na]+	C13H24NaO2+	Fatty acids	0.760	Fatty acyls	0.238	Fatty alcohols	0.097	Lipids and lipid-like molecules	0.643							Lipids and lipid-like molecules	0.643	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	235.168	475	7.923	816700472226266396	816699106631925487	816699106631925486	1726	
2	C24H38O3	[M + Na]+	C24H38NaO3+	Terpenoids	0.576	Steroids	0.680	Monacolins and Monacolin derivatives	0.092	Lipids and lipid-like molecules	0.873	Steroids and steroid derivatives	0.615					Steroids and steroid derivatives	0.615	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	397.268	476	7.930	816700483039187966	816699106732588789	816699106732588788	1728	
1	C12H27N7	[M + Na]+	C12H27N7Na+	Alkaloids	0.955	Ornithine alkaloids	0.124	Polyamines	0.151	Organoheterocyclic compounds	0.694	Triazines	0.338	Aminotriazines	0.415	N-aliphatic s-triazines	0.510	N-aliphatic s-triazines	0.510	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Tertiary amines; N-aliphatic s-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	292.224	477	7.956	816700471936859094	816699107311402772	816699107311402771	1738	
1	C22H45NO2	[M + H]+	C22H46NO2+	Fatty acids	0.993	Fatty amides	0.953	N-acyl ethanolamines (endocannabinoids)	0.460	Lipids and lipid-like molecules	0.718	Fatty Acyls	0.623	Fatty amides	0.509	N-acyl amines	0.528	N-acyl amines	0.528	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; N-acyl amines; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.351	478	7.968	816700475023869314	816699107403677558	816699107403677557	1744	
1	C18H33NO2	[M - H2O + H]+	C18H32NO+	Fatty acids	0.999	Spingolipids	0.907	Sphingoid bases	0.958	Organic oxygen compounds	1.000	Organooxygen compounds	0.995	Alcohols and polyols	0.924	Secondary alcohols	0.576	Secondary alcohols	0.576	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	278.247	479	7.985	816700472641502868	816699107781165256	816699107781165255	1749	
3	C27H50	[M + Na]+	C27H50Na+	Terpenoids	0.978	Steroids	0.788	Cholestane steroids	0.663	Lipids and lipid-like molecules	0.982	Steroids and steroid derivatives	0.842					Steroids and steroid derivatives	0.842	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Prenol lipids; Hydrocarbons; Olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities	397.381	482	8.029	816700485010511897	816699108951376113	816699108951376112	1762	
1	C20H36N2O5	[M + H]+	C20H37N2O5+	Alkaloids	0.589	Ornithine alkaloids	0.019	Phenylethylamines	0.014	Lipids and lipid-like molecules	0.661	Fatty Acyls	0.532					Fatty Acyls	0.532	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	385.268	483	8.051	816700476101806014	816699109144314120	816699109144314119	1768	
1	C18H30O3	[M - H2O + H]+	C18H29O2+	Fatty acids	0.997	Octadecanoids	0.621	Other Octadecanoids	0.633	Lipids and lipid-like molecules	0.978	Fatty Acyls	0.946	Lineolic acids and derivatives	0.511			Lineolic acids and derivatives	0.511	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277.215	489	8.148	816700473983681291	816699110201278818	816699110197084513	1787	
1	C16H27N3O	[M + H]+	C16H28N3O+	Alkaloids	0.534	Monoterpenoids	0.164	Quinolizidine alkaloids	0.120	Lipids and lipid-like molecules	0.610	Prenol lipids	0.591					Prenol lipids	0.591	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	278.223	489	8.148	816700474185008019	816699110297747827	816699110297747824	1788	
2	C17H34N6O3	[M - H2O + H]+	C17H33N6O2+	Alkaloids	0.412	Small peptides	0.351	Tripeptides	0.122	Organic acids and derivatives	0.869	Carboxylic acids and derivatives	0.806	Amino acids, peptides, and analogues	0.603	Amino acids and derivatives	0.592	Amino acids and derivatives	0.592	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	353.267	489	8.152	816700474134676351	816699110499074466	816699110494880161	1790	
1	C16H32O2	[M + Na]+	C16H32NaO2+	Fatty acids	0.953	Fatty esters	0.379	Fatty alcohols	0.537	Lipids and lipid-like molecules	0.944	Fatty Acyls	0.877					Fatty Acyls	0.877	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	279.229	490	8.168	816700476697397570	816699110595543469	816699110595543468	1791	
1	C19H37NO3	[M + H]+	C19H38NO3+	Fatty acids	0.876	Fatty amides	0.691	N-acyl ethanolamines (endocannabinoids)	0.112	Organic acids and derivatives	0.988	Carboxylic acids and derivatives	0.970	Amino acids, peptides, and analogues	0.535	Amino acids and derivatives	0.528	Amino acids and derivatives	0.528	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	328.283	491	8.191	816700476760312190	816699110956253636	816699110952059331	1796	
2	C18H35NO3	[M + Na]+	C18H35NNaO3+	Fatty acids	0.954	Fatty amides	0.749	N-acyl amines	0.120	Lipids and lipid-like molecules	0.733	Fatty Acyls	0.742					Fatty Acyls	0.742	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	336.250	493	8.215	816700483072742426	816699111144997327	816699111144997326	1805	
1	C18H28O3	[M - H2O + H]+	C18H27O2+	Fatty acids	0.997	Octadecanoids	0.798	Other Octadecanoids	0.745	Lipids and lipid-like molecules	0.976	Fatty Acyls	0.961	Fatty acids and conjugates	0.894	Long-chain fatty acids	0.827	Long-chain fatty acids	0.827	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	275.199	494	8.229	816700477855026214	816699111220494805	816699111220494804	1812	
1	C18H28O3	[M + H]+	C18H29O3+	Terpenoids	0.766	Diterpenoids	0.378	Phytane diterpenoids	0.095	Lipids and lipid-like molecules	0.853							Lipids and lipid-like molecules	0.853	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	293.209	494	8.229	816700482066109199	816699111308575194	816699111308575193	1814	
1	C22H47NO2	[M + H]+	C22H48NO2+	Fatty acids	0.998	Fatty amides	0.914	Sphingoid bases	0.869	Lipids and lipid-like molecules	0.503							Lipids and lipid-like molecules	0.503	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	358.366	494	8.231	816700478777773687	816699111463764452	816699111459570147	1816	
3	C14H34N4	[M + Na]+	C14H34N4Na+	Alkaloids	0.498	Fatty acyls	0.519	Acetate-derived alkaloids	0.254	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.997					Organonitrogen compounds	0.997	Organic compounds; Organonitrogen compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	281.265	494	8.234	816700481688621726	816699111618953711	816699111618953710	1819	
2	C18H30O	[M + H3N + H]+	C18H34NO+	Terpenoids	0.968	Diterpenoids	0.722	Norlabdane diterpenoids	0.166	Lipids and lipid-like molecules	0.900	Prenol lipids	0.697					Prenol lipids	0.697	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	280.262	494	8.235	816700491322940984	816699111686062580	816699111686062579	1818	
1	C28H32O14	[M + K]+	C28H32KO14+	Shikimates and Phenylpropanoids	0.765	Phenylpropanoids (C6-C3)	0.211	Cinnamic acids and derivatives	0.190	Phenylpropanoids and polyketides	0.965	Cinnamic acids and derivatives	0.983	Hydroxycinnamic acids and derivatives	0.981	Coumaric acids and derivatives	0.976	Coumaric acids and derivatives	0.976	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	631.140	496	8.263	816700502207164664	816699111967080964	816699111962886659	1824	
3	C18H24O7	[M + H]+	C18H25O7+	Polyketides	0.545	Macrolides	0.526	Bisabolane sesquiterpenoids	0.231	Lipids and lipid-like molecules	0.556							Lipids and lipid-like molecules	0.556	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	353.161	497	8.291	816700497287244218	816699112050967049	816699112046772744	1831	
