formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C11H9NO2	[M + H]+	C11H10NO2+	Alkaloids	0.988	Tryptophan alkaloids	0.963	Simple indole alkaloids	0.624	Organoheterocyclic compounds	0.986	Indoles and derivatives	0.908	Indoles	0.893			Indoles	0.893	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	188.070	133	2.209	816703193873560294	816702783922252460	816702783918058155	542	
1	C4H8N6O3	[M + H]+	C4H9N6O3+	Alkaloids	0.758	Pseudoalkaloids (transamidation)	0.927	Purine alkaloids	0.973	Organoheterocyclic compounds	0.973	Heteroaromatic compounds	0.945					Heteroaromatic compounds	0.945	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	189.073	133	2.211	816703203969250112	816702783972584113	816702783972584112	544	
1	C9H7NO	[M + H]+	C9H8NO+	Alkaloids	0.997	Tryptophan alkaloids	0.942	Simple indole alkaloids	0.948	Organoheterocyclic compounds	0.999	Indoles and derivatives	0.974	Indoles	0.971			Indoles	0.971	Organic compounds; Organoheterocyclic compounds; Pyrroles; Aldehydes; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Aryl-aldehydes; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	146.059	133	2.212	816703204992660375	816702784027110070	816702784027110069	545	
1	C18H32N2O8	[M + Na]+	C18H32N2NaO8+	Amino acids and Peptides	0.787	Small peptides	0.752	Dipeptides	0.774	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.980	Amino acids and derivatives	0.979	N-acyl-alpha amino acids	0.500	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Polyols; N-acyl-alpha amino acids; Alpha amino acids; Benzenoids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	427.206	133	2.217	816703208478127131	816702784077441723	816702784077441722	537	
1	C20H29NO11	[M + K]+	C20H29KNO11+	Amino acids and Peptides	0.708	Amino acid glycosides	0.671	Cyanogenic glycosides	0.812	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.959	Glycosyl compounds	0.884	O-glycosyl compounds	0.908	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	498.138	133	2.217	816703253172633391	816702784123579072	816702784123579071	547	
1	C22H26O13	[M + H]+	C22H27O13+	Terpenoids	0.623	Monoterpenoids	0.902	Secoiridoid monoterpenoids	0.714	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.996	Disaccharides	0.578	Disaccharides	0.578	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	499.144	134	2.237	816703249515199532	816702784228436682	816702784228436681	552	
4	C10H20N6O8	[M + H]+	C10H21N6O8+	Carbohydrates	0.992	Nucleosides	0.969	Pyrimidine nucleosides	0.715	Organic oxygen compounds	1.000	Organooxygen compounds	0.995	Carbohydrates and carbohydrate conjugates	0.957	Glycosyl compounds	0.882	Glycosylamines	0.938	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Amines; Primary amines; Organic 1,3-dipolar compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	353.145	134	2.240	816703258176439387	816702784278768335	816702784278768334	554	
4	C21H13NO6	[M + H3N + H]+	C21H17N2O6+	Alkaloids	0.903	Tryptophan alkaloids	0.272	Simple coumarins	0.228	Benzenoids	0.989							Benzenoids	0.989	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	393.105	135	2.243	816703253181022014	816702784496872163	816702784492677858	558	
1	C18H16O11	[M + H]+	C18H17O11+	Shikimates and Phenylpropanoids	0.979	Flavonoids	0.875	Flavones	0.651	Phenylpropanoids and polyketides	0.794	Flavonoids	0.555	Flavones	0.592			Flavones	0.592	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Flavones; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	409.078	135	2.244	816703256238670351	816702784450734814	816702784450734813	553	
4	C12H20N6O8	[M + Na]+	C12H20N6NaO8+	Carbohydrates	0.992	Nucleosides	0.941	Purine nucleosides	0.797	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.989	Glycosyl compounds	0.927	Glycosylamines	0.883	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Monosaccharides; Acetals; Secondary alcohols; Imidazopyrimidines; Oxanes; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	399.122	135	2.248	816703263394155095	816702784555592424	816702784551398119	559	
5	C17H15N5O5	[M + K]+	C17H15KN5O5+	Alkaloids	0.765	Pseudoalkaloids (transamidation)	0.121	Purine alkaloids	0.153	Organoheterocyclic compounds	0.960	Imidazopyrimidines	0.320	Purines and purine derivatives	0.429	Purinones	0.484	6-oxopurines	0.537	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Benzoyl derivatives; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Diazines; 6-oxopurines; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	408.070	135	2.254	816703256725209805	816702784710781687	816702784710781686	562	
1	C15H27N3O6	[M + H]+	C15H28N3O6+	Amino acids and Peptides	0.972	Small peptides	0.985	Tripeptides	0.824	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.974	Peptides	0.898	Peptides	0.898	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	346.196	137	2.276	816703257790563316	816702784761113340	816702784761113339	566	
1	C10H9N	[M + H]+	C10H10N+	Alkaloids	0.984	Tryptophan alkaloids	0.929	Simple indole alkaloids	0.468	Benzenoids	0.997	Naphthalenes	0.858					Naphthalenes	0.858	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Organonitrogen compounds; Dialkylamines; Benzenoids; Amines; Secondary amines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	144.080	139	2.314	816703256372888125	816702784828222209	816702784828222208	577	
3	C17H22N2O7	[M + H]+	C17H23N2O7+	Alkaloids	0.681	Tryptophan alkaloids	0.940	Simple indole alkaloids	0.882	Nucleosides, nucleotides, and analogues	0.543	Nucleoside and nucleotide analogues	0.256	1-pyranosylindoles	0.784			1-pyranosylindoles	0.784	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; Substituted pyrroles; Polyols; N-acyl-alpha amino acids; Alpha amino acids; Benzenoids; Amines; Indoles; 1-pyranosylindoles; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	367.149	139	2.323	816703265470336246	816702784886942470	816702784882748165	574	
2	C9H8O7S	[M + Na]+	C9H8NaO7S+	Shikimates and Phenylpropanoids	0.938	Phenolic acids (C6-C1)	0.913	Simple phenolic acids	0.952	Phenylpropanoids and polyketides	0.293	Phenylpropanoic acids	0.524					Phenylpropanoic acids	0.524	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanoic acids; Phenylsulfates; Sulfuric acid esters; Organic oxides; Hydrocarbon derivatives; Arylsulfates; Organic oxygen compounds; Chemical entities	282.989	144	2.405	816703265692634432	816702785000188688	816702785000188687	579	
1	C17H32N4O5	[M + H]+	C17H33N4O5+	Amino acids and Peptides	1.000	Small peptides	1.000	Tripeptides	0.810	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Peptides	0.999	Oligopeptides	0.925	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; N-acyl-L-glutamines; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	373.243	151	2.520	816703261129230352	816702785281207081	816702785281207080	593	
1	C11H11N3O3	[M + H]+	C11H12N3O3+	Alkaloids	0.798	Small peptides	0.522	Quinazoline alkaloids	0.153	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.986	Amino acids, peptides, and analogues	0.734	Amino acids and derivatives	0.732	Alpha amino acids and derivatives	0.697	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	234.086	156	2.604	816703264480480169	816702785386064691	816702785381870386	597	
4	C14H19N5O5	[M + Na]+	C14H19N5NaO5+	Carbohydrates	0.967	Nucleosides	0.932	Purine nucleosides	0.872	Nucleosides, nucleotides, and analogues	0.857	Purine nucleosides	0.559					Purine nucleosides	0.559	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; 6-alkylaminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	360.128	162	2.708	816703267001257705	816702785545448258	816702785541253953	602	
1	C10H14N2O3	[M + H]+	C10H15N2O3+	Amino acids and Peptides	0.970	Small peptides	0.954	Aminoacids	0.915	Organic acids and derivatives	0.947	Carboxylic acids and derivatives	0.864	Amino acids, peptides, and analogues	0.757	Amino acids and derivatives	0.758	Amino acids	0.685	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	211.107	166	2.759	816703266544078425	816702785583196999	816702785583196998	603	
1	C12H15NO4	[M + H]+	C12H16NO4+	Alkaloids	0.637	Small peptides	0.485	Aminoacids	0.163	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.978	Amino acids and derivatives	0.978	Alpha amino acids	0.776	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Phenylpropanoic acids; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	238.106	182	3.039	816703269844996291	816702785805495131	816702785801300826	624	
1	C8H11N	[M + H]+	C8H12N+	Alkaloids	0.852	Nicotinic acid alkaloids	0.071	Phenylalanine-derived alkaloids	0.492	Benzenoids	0.997	Benzene and substituted derivatives	0.988	Aniline and substituted anilines	0.920			Aniline and substituted anilines	0.920	Organic compounds; Organonitrogen compounds; Aniline and substituted anilines; Toluenes; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	122.095	190	3.163	816703268569927713	816702785872604000	816702785872603999	626	
2	C12H12N2O2	[M + H]+	C12H13N2O2+	Alkaloids	1.000	Tryptophan alkaloids	0.999	Carboline alkaloids	0.997	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.995	Amino acids and derivatives	0.995	L-alpha-amino acids	0.615	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Harmala alkaloids; Carboxylic acids; Pyridoindoles; Carbonyl compounds; Beta carbolines; Dialkylamines; Alpha amino acids; Benzenoids; Amines; Secondary amines; Indoles; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	217.096	193	3.222	816703270469947718	816702785931324261	816702785931324260	628	
3	C20H26O3	[M + Na]+	C20H26NaO3+	Terpenoids	0.393	Diarylheptanoids	0.249	Linear diarylheptanoids	0.406	Benzenoids	0.911	Phenols	0.624	Methoxyphenols	0.661			Methoxyphenols	0.661	Organic compounds; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	337.174	196	3.268	816703271497552397	816702786052959087	816702786052959086	630	
1	C14H20N2O3	[M + H]+	C14H21N2O3+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.999	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.974	Dipeptides	0.940	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	265.153	211	3.519	816703273850557291	816702786220731262	816702786216536957	638	
1	C14H18N2O5	[M + H]+	C14H19N2O5+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.995	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.998	Dipeptides	0.857	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Dipeptides; Chemical entities	295.129	219	3.651	816703282952197334	816702786287840131	816702786283645826	645	
3	C8H18N2O	[M + Na]+	C8H18N2NaO+	Fatty acids	0.666	Fatty amides	0.688	Primary amides	0.627	Organic acids and derivatives	0.958	Carboxylic acids and derivatives	0.880	Carboxylic acid derivatives	0.801	Carboxylic acid amides	0.779	Carboxylic acid amides	0.779	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	181.132	222	3.696	816703304838076057	816702786346560392	816702786346560391	655	
3	C23H28N2O3	[M + H]+	C23H29N2O3+	Alkaloids	0.757	Ornithine alkaloids	0.956	Polyamines	0.972	Phenylpropanoids and polyketides	0.977	Cinnamic acids and derivatives	0.986	Hydroxycinnamic acids and derivatives	0.895			Hydroxycinnamic acids and derivatives	0.895	Organic compounds; Styrenes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid amides; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	381.213	228	3.792	816703311553157288	816702786472389522	816702786472389521	668	
7	C19H25N7O6	[M + H]+	C19H26N7O6+	Amino acids and Peptides	0.891	Small peptides	0.430	Dipeptides	0.326	Organic acids and derivatives	0.975	Carboxylic acids and derivatives	0.940	Amino acids, peptides, and analogues	0.852	Amino acids and derivatives	0.846	N-acyl-alpha amino acids	0.787	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Hippuric acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	448.192	228	3.792	816703336458934858	816702786539498391	816702786535304086	669	
1	C15H22N4O3	[M + H]+	C15H23N4O3+	Amino acids and Peptides	0.871	Phenylpropanoids (C6-C3)	0.959	Cinnamic acid amides	0.973	Phenylpropanoids and polyketides	0.972	Cinnamic acids and derivatives	0.983	Hydroxycinnamic acids and derivatives	0.935			Hydroxycinnamic acids and derivatives	0.935	Organic compounds; Styrenes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid amides; Carboximidamides; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	307.175	229	3.818	816703338363149295	816702786673716129	816702786673716128	667	
